,item_id,item_name,item_link,item_price,item_quantity
157,5039303005684,Wagamama firecracker stir fry sauce 120g,/en-ae/catalogue/wagamama-firecracker-stir-fry-sauce-120g_59271/,9.50,"/
                Each"
158,8801073114685,Samyang buldak tomato pasta ramen 140g,/en-ae/catalogue/samyang-buldak-tomato-pasta-ramen-140g_59287/,9.50,"/
                Each"
159,731509865707,Kiss bare but better nails short square,/en-ae/catalogue/kiss-bare-but-better-nails-short-square_59641/,41.00,"/
                Each"
160,731509867343,Kiss impress press-on nails coffin shape medium frosting,/en-ae/catalogue/kiss-impress-press-on-nails-coffin-shape-medium-frosting_59647/,41.00,"/
                Each"
161,8076809516648,Mulino Bianco salted crackers without grains of salt 500g,/en-ae/catalogue/mulino-bianco-salted-crackers-without-grains-of-salt-500g_59824/,31.00,"/
                Each"
162,5000394162617,Duracell C2 alkaline battery 1.5v,/en-ae/catalogue/duracell-alkaline-battery-15v-c-2s_59880/,20.00,"/
                Each"
163,39047054233,Walker's stem ginger biscuits 150g,/en-ae/catalogue/walkers-stem-ginger-biscuits-150g_59905/,34.50,"/
                Each"
164,3760198782092,Saba Plant-Based vanilla yoghurt drink 250ml,/en-ae/catalogue/saba-plant-based-vanilla-yoghurt-drink-250ml_60256/,15.25,"/
                Each"
165,29605941,SpinneysFOOD Nutty Almond Brittle Snack Bar 45g,/en-ae/catalogue/spinneysfood-nutty-almond-brittle-snack-bar-45g_60294/,5.00,"/
                Each"
166,9403142001897,Whittaker's tweats 5 pack 180g,/en-ae/catalogue/whittakers-tweats-5-pack-180g_60353/,36.75,"/
                Each"
167,3016667290019,Moulinex perfectmix blender LM88HD27,/en-ae/catalogue/moulinex-perfectmix-blender-lm88hd27_60446/,524.00,"/
                Each"
168,3610340667244,L'Oreal elvive dream long restoring conditioner 360ml,/en-ae/catalogue/loreal-elvive-dream-long-restoring-conditioner-360ml_60451/,32.75,"/
                Each"
169,3610340667251,L'Oreal elvive total repair 5 repairing conditioner 360ml,/en-ae/catalogue/loreal-elvive-total-repair-5-repairing-conditioner-360ml_60452/,32.75,"/
                Each"
170,4210201446200,Oral-B Disney princess kids extra soft electric toothbrush,/en-ae/catalogue/oral-b-disney-princess-kids-extra-soft-electric-toothbrush_60484/,89.25,"/
                Each"
171,4210201446231,Oral-B revolution electric toothbrush,/en-ae/catalogue/oral-b-revolution-electric-toothbrush_60485/,67.25,"/
                Each"
172,5038451122304,Hootyballoo gold milestone personalised birthday badge,/en-ae/catalogue/hootyballoo-gold-milestone-personalised-birthday-badge_60560/,26.50,"/
                Each"
173,5038451125596,Hootyballoo pastel happy birthday flag banner 3m,/en-ae/catalogue/hootyballoo-pastel-happy-birthday-flag-banner-3m_60561/,31.50,"/
                Each"
